ID,A,B,NEITHER
development-1,0.832745623588562,0.11681296452879905,0.05044140182435512
development-2,0.9191609144210815,0.0467046300880611,0.034134455397725104
development-3,0.058442539628595115,0.9166732430458069,0.024884179793298246
development-4,0.03355866745114326,0.8411718726158142,0.12526944056153297
development-5,0.05640740655362606,0.9214358806610108,0.022156752087175845
development-6,0.9822091102600098,0.01547417719848454,0.0023167289851699024
development-7,0.7684482574462891,0.13290330544114112,0.09864846244454384
development-8,0.08059081882238388,0.84051433801651,0.0788948692381382
development-9,0.20852238386869432,0.6580443739891052,0.13343325555324553
development-10,0.4614361166954041,0.4560659945011139,0.08249789029359818
development-11,0.11093362160027027,0.7935215115547181,0.09554487355053425
development-12,0.5594144821166992,0.4072649598121643,0.03332056999206543
development-13,0.7570576786994934,0.20881976634263993,0.03412253502756357
development-14,0.9308038830757142,0.025938943959772587,0.043257149681448934
development-15,0.697737205028534,0.20478405803442,0.0974787637591362
development-16,0.2552900701761246,0.618565684556961,0.12614426165819168
development-17,0.7765883564949035,0.1653347909450531,0.05807686522603035
development-18,0.2048814244568348,0.4752088725566864,0.31990969777107237
development-19,0.07463302612304687,0.5513379991054534,0.3740289717912674
development-20,0.3653723806142807,0.5081147938966751,0.12651280015707017
development-21,0.008249341417104006,0.9795917987823486,0.012158850766718387
development-22,0.9571956515312194,0.02243132097646594,0.020373038854449986
development-23,0.9392470836639404,0.037100092880427836,0.023652788531035186
development-24,0.06681714877486229,0.9030957341194152,0.030087125673890113
development-25,0.9895851492881775,0.004750901414081454,0.0056639534654095765
development-26,0.010764591605402529,0.9601922035217285,0.02904318703804165
development-27,0.22972839027643205,0.7077579379081727,0.06251370385289193
development-28,0.6051799029111862,0.26074586510658265,0.1340742364525795
development-29,0.6193548202514648,0.27825025618076327,0.10239492058753967
development-30,0.8830181002616883,0.0839345172047615,0.03304736632853746
development-31,0.2727790005505085,0.7102671265602112,0.01695385668426752
development-32,0.09490502178668976,0.10678210519254208,0.7983128786087036
development-33,0.09044074416160583,0.8889696359634399,0.020589579083025455
development-34,0.20394553244113922,0.09235216975212097,0.7037023186683655
development-35,0.4721536755561829,0.4027322679758072,0.12511406615376472
development-36,0.263677091896534,0.5702341198921204,0.1660887785255909
development-37,0.045823261886835095,0.9041006326675415,0.05007609724998474
development-38,0.06053153648972511,0.8987314701080322,0.04073697812855244
development-39,0.6214322924613953,0.18282654583454133,0.1957411527633667
development-40,0.9396105408668518,0.03994721258059144,0.020442231884226204
development-41,0.5614517271518707,0.10758651047945023,0.3309617698192596
development-42,0.990387237071991,0.004893368575721979,0.004719425365328789
development-43,0.03362391842529178,0.9449438929557801,0.0214321905747056
development-44,0.04468486411496997,0.9021931290626526,0.05312199518084526
development-45,0.47424142956733706,0.44487417340278623,0.0808843918144703
development-46,0.39806230664253234,0.49309626817703245,0.10884141623973846
development-47,0.31159767508506775,0.5303054213523865,0.15809687376022338
development-48,0.009875656804069877,0.9736497402191162,0.016474618948996066
development-49,0.8758020281791687,0.10339823812246322,0.020799731835722923
development-50,0.24347268790006638,0.16087735444307327,0.5956499695777893
development-51,0.10287790596485138,0.5518706500530243,0.34525143504142763
development-52,0.04141370095312595,0.9161171913146973,0.04246913138777018
development-53,0.014931314811110496,0.9749008059501648,0.010167903266847134
development-54,0.16154714673757553,0.6192367911338806,0.2192160665988922
development-55,0.021161107718944548,0.9513624429702758,0.027476437017321588
development-56,0.1406775861978531,0.40633111000061034,0.4529913067817688
development-57,0.17155200690031053,0.781308937072754,0.04713906794786453
development-58,0.7686044156551362,0.10345057100057602,0.1279450498521328
development-59,0.573107635974884,0.26885479092597964,0.15803754478693008
development-60,0.9674351453781128,0.012027242314070463,0.02053758529946208
development-61,0.12372821271419525,0.7922806024551392,0.08399117588996888
development-62,0.8167568206787109,0.16102444082498552,0.022218733187764884
development-63,0.12844133973121644,0.8371124625205993,0.03444618135690689
development-64,0.0030539528059307488,0.9917766571044921,0.0051693705609068274
development-65,0.024485415033996105,0.9494679927825928,0.026046564802527428
development-66,0.15727777779102325,0.592930668592453,0.2497915357351303
development-67,0.821700119972229,0.047558675333857534,0.1307411879301071
development-68,0.37456953525543213,0.1933091849088669,0.4321212828159332
development-69,0.050806871801614764,0.918537151813507,0.03065597964450717
development-70,0.9553679585456848,0.011732218973338603,0.03289986066520214
development-71,0.0041956350556574765,0.994182825088501,0.0016215587151236833
development-72,0.9717556476593018,0.01134045459330082,0.016903909295797347
development-73,0.11208261549472809,0.8280644893646241,0.059852882847189905
development-74,0.9709438800811767,0.011884608666878193,0.017171504022553564
development-75,0.3703202694654465,0.5502462208271026,0.07943351715803146
development-76,0.905099630355835,0.031041456013917924,0.06385889798402786
development-77,0.4382196366786957,0.5041059255599976,0.05767448991537094
development-78,0.349937641620636,0.42492562234401704,0.22513672411441804
development-79,0.6838102817535401,0.23910455852746965,0.07708517611026763
development-80,0.22391763776540757,0.6568029642105102,0.11927937716245651
development-81,0.25002526193857194,0.1511138305068016,0.5988609015941619
development-82,0.4878081977367401,0.3316312044858932,0.18056062757968902
development-83,0.47485387325286865,0.4871052473783493,0.038040900230407716
development-84,0.3753575384616852,0.21791025549173354,0.4067322015762329
development-85,0.36968165934085845,0.2706859648227692,0.35963237285614014
development-86,0.869499945640564,0.0446119099855423,0.08588812947273254
development-87,0.37205684185028076,0.5372498035430908,0.09069337099790573
development-88,0.44568508565425874,0.1733223557472229,0.38099257573485373
development-89,0.08105079978704452,0.8407765865325928,0.07817258536815644
development-90,0.6420389533042907,0.2705858886241913,0.08737514987587928
development-91,0.08401359245181084,0.747694218158722,0.16829217225313187
development-92,0.016657289071008562,0.9483657360076905,0.03497697049751878
development-93,0.1750478193163872,0.34891424179077146,0.47603793144226075
development-94,0.9856090188026428,0.011690472159534693,0.0027004954637959598
development-95,0.6592098832130432,0.28765526954084636,0.05313485343940556
development-96,0.5372012257575989,0.3595015048980713,0.10329727679491044
development-97,0.21753798574209213,0.47424971461296084,0.30821228921413424
development-98,0.021931732818484307,0.043668202869594094,0.9344000577926636
development-99,0.4479240447282791,0.4188381165266037,0.13323784321546556
development-100,0.41080279648303986,0.19355835914611816,0.3956388384103775
development-101,0.8013599991798401,0.118784124776721,0.07985592782497405
development-102,0.7115688323974609,0.2024707727134228,0.0859604224562645
development-103,0.0011343329591909424,0.9969300627708435,0.001935608813073486
development-104,0.8983451366424561,0.06249811835587025,0.03915673829615116
development-105,0.7785789012908936,0.19072430431842805,0.030696796253323555
development-106,0.9921624898910523,0.0027736162883229554,0.0050639047287404535
development-107,0.773928302526474,0.16726241260766983,0.058809267729520796
development-108,0.3245336264371872,0.6191814124584198,0.05628497153520584
development-109,0.9732662081718445,0.014677289966493845,0.012056509917601942
development-110,0.18834225088357925,0.5861601948738098,0.2254975765943527
development-111,0.8246857523918152,0.10545386001467705,0.06986036375164986
development-112,0.9759560942649841,0.011249912949278951,0.012793995812535286
development-113,0.06244109608232975,0.22516918182373047,0.7123897314071655
development-114,0.014990276005119086,0.9521236658096314,0.032886039651930335
development-115,0.08738050051033497,0.06009516604244709,0.8525243282318116
development-116,0.25672502219676974,0.467270228266716,0.2760047420859337
development-117,0.822013771533966,0.12277942113578319,0.055206798017024994
development-118,0.9877571940422059,0.008107621385715903,0.004135228204540908
development-119,0.26694942116737364,0.5816571474075317,0.15139340609312057
development-120,0.8495311260223388,0.07167923487722874,0.07878964245319367
development-121,0.21027275621891023,0.4488243818283081,0.3409028694033623
development-122,0.30418512523174285,0.37760527729988097,0.3182095766067505
development-123,0.1385418251156807,0.6921225905418396,0.16933557838201524
development-124,0.3477987080812454,0.6060090899467468,0.04619217738509178
development-125,0.0136384267359972,0.9775656700134278,0.008795889047905802
development-126,0.09888750091195106,0.809049916267395,0.09206259697675705
development-127,0.004009337909519672,0.9934906601905823,0.002500035357661545
development-128,0.013465853594243526,0.9827426433563232,0.003791511431336403
development-129,0.3992884516716003,0.12473469078540803,0.4759768322110176
development-130,0.682378163933754,0.26094870939850806,0.05667315386235714
development-131,0.011925287358462811,0.9795748114585876,0.008499950892291963
development-132,0.4754021823406219,0.438937771320343,0.08566004559397697
development-133,0.9842755198478699,0.009840343054383993,0.0058841019636020064
development-134,0.22858043611049653,0.7083122551441192,0.06310733780264854
development-135,0.05865412093698978,0.9111169934272766,0.030228884890675545
development-136,0.9533832430839538,0.03202183693647385,0.014594928361475468
development-137,0.9643269896507263,0.02054198123514652,0.015131016448140144
development-138,0.5308576166629791,0.2890835404396057,0.1800588294863701
development-139,0.760566246509552,0.1907307028770447,0.04870304688811302
development-140,0.008247054810635746,0.98399658203125,0.007756368862465024
development-141,0.8239315986633301,0.12612686157226563,0.04994155671447516
development-142,0.2348317638039589,0.6140219390392303,0.15114633738994598
development-143,0.7305095911026,0.16569696813821794,0.1037934698164463
development-144,0.48015970587730405,0.33822729289531706,0.1816129982471466
development-145,0.5061515033245086,0.060397743433713916,0.43345077633857726
development-146,0.36892442107200624,0.40245394706726073,0.22862163186073303
development-147,0.1773521825671196,0.6457391500473022,0.17690868377685548
