ID,A,B,NEITHER
development-1,0.9666701240163308,0.02100808579632355,0.012321790187345697
development-2,0.9833058700606785,0.008716335177716052,0.00797779476160552
development-3,0.006978207650964047,0.985888544794465,0.007133247554571181
development-4,0.0490484263459113,0.8310809449617563,0.1198706286923323
development-5,0.014943180664677628,0.9764563673248853,0.008600452010437121
development-6,0.9678487873680103,0.023951847056507998,0.008199365575481664
development-7,0.7022678873438517,0.030341840188523907,0.26739027246762437
development-8,0.016189821072256194,0.9724519182367851,0.011358260690958666
development-9,0.018526644970731705,0.9703213299616221,0.011152025067646152
development-10,0.23185732121144392,0.7488139148323036,0.019328763956252364
development-11,0.009106914894952009,0.9827610785939489,0.008132006511099086
development-12,0.965158707811559,0.02246683169933525,0.012374460489105728
development-13,0.24309552699498083,0.7314503530680597,0.02545411993695944
development-14,0.9529748835718482,0.03410016412428398,0.01292495230386773
development-15,0.022934009247550697,0.9644210236775507,0.012644967074898542
development-16,0.1688713925861402,0.45449144140200515,0.3766371660118547
development-17,0.9796519693536853,0.01230288596957197,0.008045144676742897
development-18,0.023610660096172586,0.02366812919604895,0.9527212107077784
development-19,0.10001901050808715,0.8814781740294814,0.01850281546243151
development-20,0.020390360978920954,0.9515248524413078,0.02808478657977136
development-21,0.007034180995811945,0.9866845017275276,0.006281317276660496
development-22,0.9856391897524555,0.007058458953297392,0.00730235129424715
development-23,0.9899067834178993,0.005253778709504086,0.004839437872596643
development-24,0.09929251894815366,0.8104050876320479,0.09030239341979865
development-25,0.9850961107388271,0.008403536370653426,0.006500352890519509
development-26,0.005216286572773976,0.9899807312328743,0.004802982194351592
development-27,0.207228879550236,0.74707915002398,0.045691970425784045
development-28,0.9834241327852349,0.008392234898177147,0.008183632316588012
development-29,0.07914508263445766,0.902667880603123,0.018187036762419458
development-30,0.9848802660926668,0.009725912148001354,0.005393821759331921
development-31,0.04580328597390417,0.9363928872921505,0.017803826733945392
development-32,0.08099289296186288,0.05368549439812631,0.8653216126400107
development-33,0.012354344114059418,0.9798712602310008,0.007774395654939817
development-34,0.06905764232439544,0.031422474373911664,0.8995198833016929
development-35,0.9641455426420545,0.01680058636598213,0.019053870991963366
development-36,0.016698025005875496,0.9688459526984772,0.014456022295647348
development-37,0.011774927052371284,0.9812206449599147,0.007004427987713885
development-38,0.3373977547866015,0.6323499979984242,0.03025224721497427
development-39,0.986586952011395,0.007543351876030063,0.005869696112575027
development-40,0.9847285226675139,0.007515004265864654,0.007756473066621444
development-41,0.11912562579555822,0.05699035389880188,0.82388402030564
development-42,0.9858223315293582,0.00783353644281369,0.0063441320278281605
