ID,A,B,NEITHER
development-1,0.9335261672452075,0.030814491665884857,0.03565934108890765
development-2,0.9408333333333333,0.03,0.029166666666666664
development-3,0.006445221445221445,0.992999222999223,0.0005555555555555556
development-4,0.08671271321271322,0.6861226940700624,0.22716459271722428
development-5,0.05135358844054496,0.8869494653896828,0.061696946169772254
development-6,0.8664825827767004,0.08546799061504944,0.04804942660825013
development-7,0.6887922725555954,0.051309060447250296,0.25989866699715436
development-8,0.0424047619047619,0.9575952380952382,0.0
development-9,0.14473809523809522,0.8519285714285714,0.003333333333333333
development-10,0.7015652350195744,0.2730009398693185,0.025433825111107054
development-11,0.015,0.9845,0.0005
development-12,0.7279285714285715,0.215406746031746,0.05666468253968253
development-13,0.22356572055395585,0.7616342794460441,0.0148
development-14,0.9544189514189513,0.03712073112073112,0.00846031746031746
development-15,0.10245706723705815,0.8306618360163732,0.06688109674656861
development-16,0.21635126921013692,0.47734196745104557,0.3063067633388174
development-17,0.8492979874218599,0.12916196681154954,0.02154004576659039
development-18,0.15349269005847954,0.05484588876036244,0.791661421181158
development-19,0.07083044733044733,0.9024468083086505,0.026722744360902256
development-20,0.09281816346911223,0.7885372024489672,0.11864463408192061
development-21,0.031818181818181815,0.9581818181818181,0.01
development-22,0.9457936507936507,0.028095238095238093,0.026111111111111113
development-23,0.9509210526315789,0.04683333333333334,0.002245614035087719
development-24,0.14370077169194057,0.702660225711886,0.15363900259617347
development-25,0.9783006535947711,0.01169934640522876,0.01
development-26,0.0077142857142857135,0.9839999999999999,0.008285714285714285
development-27,0.27473597390068993,0.6814468561497133,0.043817169949596925
development-28,0.9179574175824176,0.04133470695970695,0.04070787545787545
development-29,0.28392290636190576,0.6847747299389912,0.03130236369910283
development-30,0.9450666666666666,0.04186666666666666,0.013066666666666666
development-31,0.2534207731310134,0.6825114005093983,0.06406782635958835
development-32,0.10643212126747931,0.08159756175197351,0.8119703169805473
development-33,0.07951553348612174,0.8848362674906791,0.035648199023199025
development-34,0.2046955288115037,0.09810549597880196,0.6971989752096944
development-35,0.9323009768009767,0.03752503052503053,0.030173992673992678
development-36,0.24102336777226424,0.7261759487007367,0.032800683526999316
development-37,0.04575732600732601,0.9232902930402932,0.030952380952380953
development-38,0.1899865903491223,0.71995122183869,0.0900621878121878
development-39,0.9988888888888888,0.0,0.0011111111111111111
development-40,0.9179834582192907,0.03660317460317461,0.04541336717753464
development-41,0.1157646903731168,0.1413699796075957,0.7428653300192875
development-42,0.9601666666666666,0.03983333333333333,0.0
development-43,0.057955243428069514,0.9369222269276617,0.005122529644268774
development-44,0.013790764790764791,0.9750217264814038,0.01118750872783131
development-45,0.4154162856751936,0.5360885028283565,0.048495211496449885
development-46,0.2161537007311001,0.11625776147370571,0.6675885377951941
development-47,0.10778673223622075,0.7368784623778231,0.1553348053859563
development-48,0.008070175438596491,0.9759649122807016,0.015964912280701755
development-49,0.5621641212849213,0.3170872020080696,0.12074867670700913
development-50,0.09848757115204483,0.10409578226883717,0.7974166465791179
development-51,0.06314329004329004,0.8924952380952381,0.044361471861471866
development-52,0.0349399585921325,0.935065374239287,0.029994667168580205
development-53,0.16262527637527632,0.7449555737055736,0.0924191499191499
development-54,0.20790123417263373,0.27170129914034574,0.5203974666870205
development-55,0.09991596638655462,0.8993148028442147,0.0007692307692307692
development-56,0.19965836070870396,0.23855327508524435,0.5617883642060517
development-57,0.09955835313923549,0.872886091305209,0.027555555555555555
development-58,0.4732512433355918,0.3573155994354254,0.1694331572289827
development-59,0.975158944281525,0.018841055718475073,0.006
development-60,0.9994117647058823,0.0,0.000588235294117647
development-61,0.06783973847789639,0.9259112736678524,0.006248987854251011
development-62,0.7899193569580834,0.19567395806023144,0.014406684981684981
development-63,0.43945155941858055,0.49093034241549527,0.06961809816592426
development-64,0.2010624102396282,0.5923848935668763,0.20655269619349564
development-65,0.0075,0.9925,0.0
development-66,0.04792063492063492,0.9303742368742368,0.021705128205128203
development-67,0.8537203551350611,0.0733125204860499,0.07296712437888908
development-68,0.22997073856655903,0.07436746054083515,0.6956618008926057
development-69,0.06363030124330434,0.8827058651530788,0.05366383360361688
development-70,0.9765083164300202,0.010613793103448278,0.012877890466531438
development-71,0.03861111111111111,0.9447222222222222,0.016666666666666666
development-72,0.9614285714285714,0.027142857142857146,0.011428571428571429
development-73,0.186302410516302,0.12300872079392067,0.6906888686897774
development-74,0.97703081232493,0.010588235294117647,0.012380952380952381
