ID,A,B,NEITHER
development-1,0.946335878762253,0.04063547615542239,0.013028645082324602
development-2,0.9837901020402302,0.008961151115393775,0.007248746844376044
development-3,0.008481121471154382,0.9842193041798677,0.007299574348978155
development-4,0.03870933734382761,0.8786578678998254,0.082632794756347
development-5,0.02570197854136965,0.9611052612951407,0.013192760163489595
development-6,0.9585658124850065,0.0303097179236966,0.011124469591296827
development-7,0.8538505984158669,0.02586419652901554,0.12028520505511767
development-8,0.012103066666329461,0.977800963555219,0.010095969778451524
development-9,0.0078038722643410776,0.9851852575902182,0.007010870145440716
development-10,0.6965809598533753,0.2750735800815464,0.028345460065078244
development-11,0.008071357074979654,0.9842540380666763,0.0076746048583439305
development-12,0.8996010585495016,0.07104873260600233,0.02935020884449599
development-13,0.19150843210665905,0.7871592158660617,0.021332352027279095
development-14,0.9711302631911435,0.01827699221356644,0.010592744595290086
development-15,0.018694213310432937,0.9673428744042989,0.01396291228526809
development-16,0.15473580985856644,0.5885163614024951,0.2567478287389385
development-17,0.9294467333160554,0.04810880128000236,0.02244446540394218
development-18,0.025309951307948463,0.022582082769677592,0.9521079659223739
development-19,0.0580265075264319,0.92188177154886,0.020091720924708102
development-20,0.026271400212219187,0.9345968043523383,0.03913179543544242
development-21,0.00982318488554798,0.9845357000496486,0.005641115064803353
development-22,0.9863910843169489,0.007495827742076369,0.0061130879409748585
development-23,0.9895246666483981,0.005675196369086359,0.00480013698251564
development-24,0.059612004860832665,0.8651343426493542,0.07525365248981312
development-25,0.9820801926234128,0.01118637862709336,0.0067334287494936595
development-26,0.005592771006639273,0.9886373795383602,0.00576984945500048
development-27,0.18835871994118247,0.7618379718222521,0.049803308236565605
development-28,0.9707181483097482,0.0163315224312957,0.012950329258956042
development-29,0.23370135418154386,0.7445943047749498,0.021704341043506343
development-30,0.9820124068811221,0.01247443823110699,0.00551315488777077
development-31,0.13311001155491747,0.8350792950937181,0.03181069335136433
development-32,0.07136369305276251,0.06051762292765565,0.8681186840195819
development-33,0.025964431994504773,0.9645124130138669,0.009523154991628448
development-34,0.07514960727529493,0.05361840637528316,0.8712319863494219
development-35,0.9631005570053471,0.01646778487192041,0.020431658122732534
development-36,0.12327642535910807,0.854550652703769,0.02217292193712306
development-37,0.01026804588153015,0.9803894943990894,0.00934245971938037
development-38,0.050708564763474705,0.9128142318810377,0.03647720335548753
development-39,0.9846682543777924,0.00856936881905602,0.006762376803151711
development-40,0.964667473886003,0.01896287029701111,0.016369655816985875
development-41,0.12624846809534326,0.07702060131882082,0.7967309305858359
development-42,0.9840676181838818,0.009488308600264127,0.006444073215854072
development-43,0.026767987241198866,0.9598543968289773,0.013377615929823772
development-44,0.01494402430203745,0.9752791481481214,0.009776827549841209
development-45,0.28908435663682785,0.6919313209701273,0.01898432239304483
development-46,0.0787709397088506,0.05128402239844974,0.8699450378926997
development-47,0.028635121067832513,0.9288009729313489,0.042563906000818615
development-48,0.010469409211707432,0.9810801900467292,0.008450400741563573
development-49,0.8106908935527475,0.14265327626755092,0.04665583017970148
development-50,0.02644085566113199,0.025347543158858767,0.9482116011800092
development-51,0.012413643957886656,0.978438627379602,0.009147728662511241
development-52,0.019180844517160872,0.9713358206084297,0.009483334874409463
development-53,0.06544315460316578,0.9133038036279105,0.0212530417689238
development-54,0.07817021750080957,0.31924257324816585,0.6025872092510245
development-55,0.007327606531058679,0.9849609232807822,0.007711470188159218
development-56,0.056313118790227525,0.12721616182568427,0.8164707193840883
development-57,0.03057559299721067,0.9565319345459212,0.012892472456868143
development-58,0.6880508299197361,0.22839398522970283,0.08355518485056106
development-59,0.9756112041789182,0.016590886209586167,0.0077979096114957624
development-60,0.9864923961618264,0.007621719180586922,0.005885884657586818
development-61,0.017870250203298056,0.96753644330428,0.014593306492421887
development-62,0.8404252310434774,0.14024346774778337,0.019331301208739115
development-63,0.34754143539067456,0.6178697265393769,0.034588838069948634
development-64,0.058378910651494566,0.8807501623294585,0.06087092701904706
development-65,0.007584585245933672,0.9861138857907734,0.006301528963292879
development-66,0.010428528445121035,0.9795252164868753,0.010046255068003667
development-67,0.9279020129039426,0.035496789916001886,0.036601197180055535
development-68,0.14743648175344812,0.046370018058503805,0.8061935001880481
development-69,0.03577120927964267,0.9413675851777024,0.022861205542655055
development-70,0.9834678668294161,0.009528026717068979,0.007004106453514712
development-71,0.010975195740007401,0.9815841674889096,0.007440636771082953
development-72,0.9842800172172097,0.007176418024885579,0.008543564757904678
development-73,0.2908164591403085,0.14313096324382174,0.5660525776158698
development-74,0.9828397257444973,0.007123752507313485,0.010036521748189293
development-75,0.04206645284660532,0.9421229375053006,0.015810609648094096
development-76,0.9753598860506706,0.010516140952445723,0.014123972996883444
development-77,0.008775363709916776,0.9818276667609773,0.009396969529106014
development-78,0.02009041416351296,0.9637042638910549,0.016205321945432196
development-79,0.3948687098909221,0.10320493186386095,0.5019263582452169
development-80,0.00718806710080099,0.9868337837512758,0.005978149147923204
development-81,0.06022710608328328,0.07570369281013475,0.864069201106582
development-82,0.9702130730245961,0.01898712015361983,0.01079980682178407
development-83,0.056727102269550175,0.9160559646058125,0.027216933124637244
development-84,0.11796906792346859,0.74450473933839,0.13752619273814148
development-85,0.9656712336945059,0.019432556031892187,0.014896210273601948
development-86,0.9833333306562755,0.009598910177158842,0.007067759166565493
development-87,0.4345121806122959,0.5289204428870746,0.0365673765006294
development-88,0.3285874602650623,0.6462566517404296,0.025155887994507974
development-89,0.3789654462023152,0.08290677371485156,0.5381277800828332
development-90,0.9595316193163889,0.02594225267456181,0.014526128009049358
development-91,0.01609700139974504,0.9693033603036367,0.014599638296618155
development-92,0.0713175351692377,0.7972859357056288,0.13139652912513347
development-93,0.0405143206083434,0.05961633297711484,0.8998693464145419
development-94,0.9876078192888788,0.006774081839232291,0.0056180988718889605
development-95,0.8895389979255587,0.039954826277792274,0.07050617579664917
